year,date,block,plot,treatment,moose.cage,trap.type,trap.num,genus,species,code,abundance
2003,6/1/2003,Ridge,7,HardwoodControl,,pitfall,7,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Ridge,7,HardwoodControl,,pitfall,8,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Ridge,7,HardwoodControl,,pitfall,9,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,1,Girdled,,bait,1 hour,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,1,Girdled,,bait,1 hour,Camponotus,novaeboracensis,camnov,1
2003,6/1/2003,Valley,1,Girdled,,bait,15 minutes,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,1,Girdled,,bait,15 minutes,Camponotus,novaeboracensis,camnov,1
2003,6/1/2003,Valley,1,Girdled,,hand,,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,1,Girdled,,hand,,Camponotus,novaeboracensis,camnov,1
2003,6/1/2003,Valley,1,Girdled,,litter,2,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,1,Girdled,,litter,3,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,1,Girdled,,pitfall,1,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,1,Girdled,,pitfall,10,Aphaenogaster,fulva,aphful,1
2003,6/1/2003,Valley,1,Girdled,,pitfall,10,Camponotus,novaeboracensis,camnov,1
2003,6/1/2003,Valley,1,Girdled,,pitfall,14,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,1,Girdled,,pitfall,16,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,1,Girdled,,pitfall,2,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,1,Girdled,,pitfall,23,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,2,Logged,,bait,15 minutes,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,2,Logged,,hand,,Aphaenogaster,picea,aphpic,4
2003,6/1/2003,Valley,2,Logged,,hand,,Temnothorax,longispinosus,temlon,1
2003,6/1/2003,Valley,2,Logged,,litter,1,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,2,Logged,,litter,1,Stenemma,impar,steimp,1
2003,6/1/2003,Valley,2,Logged,,litter,2,Stenemma,impar,steimp,1
2003,6/1/2003,Valley,2,Logged,,pitfall,14,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,2,Logged,,pitfall,7,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,3,HemlockControl,,bait,1 hr,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,3,HemlockControl,,bait,15 minutes,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,3,HemlockControl,,hand,,Stenemma,diecki,stedie,1
2003,6/1/2003,Valley,3,HemlockControl,,litter,3,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,bait,1 hour,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,8,HardwoodControl,,bait,1 hour,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,bait,1 hour,Formica,subsericea,forsub3,1
2003,6/1/2003,Valley,8,HardwoodControl,,bait,15 minutes,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,8,HardwoodControl,,bait,15 minutes,Camponotus,pennsylvanicus,campen,3
2003,6/1/2003,Valley,8,HardwoodControl,,bait,15 minutes,Formica,subaenescens,forsub1,2
2003,6/1/2003,Valley,8,HardwoodControl,,bait,15 minutes,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Camponotus,pennsylvanicus,campen,2
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Formica,aserva,forase,1
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Formica,subaenescens,forsub1,2
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Formica,subsericea,forsub3,1
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Lasius,americanus,lasame,1
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Lasius,nearcticus,lasnea,1
2003,6/1/2003,Valley,8,HardwoodControl,,hand,,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,litter,2,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,8,HardwoodControl,,litter,2,Myrmica,punctiventris,myrpun,2
2003,6/1/2003,Valley,8,HardwoodControl,,litter,3,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,8,HardwoodControl,,litter,3,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,1,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,10,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,10,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,10,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,10,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,11,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,11,Camponotus,pennsylvanicus,campen,3
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,11,Formica,subaenescens,forsub1,3
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,12,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,12,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,13,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,13,Formica,subaenescens,forsub1,2
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,13,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,14,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,14,Formica,subaenescens,forsub1,2
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,15,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,15,Formica,subaenescens,forsub1,2
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,16,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,16,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,17,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,17,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,17,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,18,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,18,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,19,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,19,Formica,subaenescens,forsub1,2
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,2,Aphaenogaster,picea,aphpic,2
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,2,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,20,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,21,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,21,Formica,subaenescens,forsub1,2
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,21,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,22,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,24,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,3,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,3,Formica,aserva,forase,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,3,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,4,Aphaenogaster,picea,aphpic,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,6,Formica,subaenescens,forsub1,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,6,Myrmica,punctiventris,myrpun,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,9,Camponotus,pennsylvanicus,campen,1
2003,6/1/2003,Valley,8,HardwoodControl,,pitfall,9,Formica,subaenescens,forsub1,1
2004,7/16/2004,Ridge,4,Logged,,bait,,Aphaenogaster,fulva,aphful,9
2004,7/16/2004,Ridge,4,Logged,,bait,,Aphaenogaster,picea,aphpic,9
2004,7/16/2004,Ridge,4,Logged,,bait,,Temnothorax,longispinosus,temlon,1
2004,7/16/2004,Ridge,4,Logged,,hand,,Aphaenogaster,fulva,aphful,71
2004,7/16/2004,Ridge,4,Logged,,hand,,Aphaenogaster,picea,aphpic,71
2004,7/16/2004,Ridge,4,Logged,,hand,,Camponotus,pennsylvanicus,campen,1
2004,7/16/2004,Ridge,4,Logged,,hand,,Lasius,americanus,lasame,1
2004,7/16/2004,Ridge,4,Logged,,hand,,Lasius,nearcticus,lasnea,18
2004,7/16/2004,Ridge,4,Logged,,litter,(35;40),Lasius,americanus,lasame,2
2004,7/16/2004,Ridge,4,Logged,,litter,(35;40),Temnothorax,longispinosus,temlon,1
2004,7/16/2004,Ridge,4,Logged,,litter,(50;50),Aphaenogaster,fulva,aphful,45
2004,7/16/2004,Ridge,4,Logged,,pitfall,1,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Ridge,4,Logged,,pitfall,11,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Ridge,4,Logged,,pitfall,12,Aphaenogaster,picea,aphpic,2
2004,7/16/2004,Ridge,4,Logged,,pitfall,12,Temnothorax,longispinosus,temlon,17
2004,7/16/2004,Ridge,4,Logged,,pitfall,2,Lasius,umbratus,lasumb,9
2004,7/16/2004,Ridge,4,Logged,,pitfall,22,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Ridge,4,Logged,,pitfall,7,Aphaenogaster,picea,aphpic,2
2004,7/16/2004,Ridge,4,Logged,,pitfall,9,Lasius,umbratus,lasumb,1
2004,7/16/2004,Ridge,5,Girdled,,bait,,Aphaenogaster,fulva,aphful,9
2004,7/16/2004,Ridge,5,Girdled,,bait,,Aphaenogaster,picea,aphpic,9
2004,7/16/2004,Ridge,5,Girdled,,bait,,Camponotus,pennsylvanicus,campen,1
2004,7/16/2004,Ridge,5,Girdled,,bait,,Temnothorax,longispinosus,temlon,1
2004,7/16/2004,Ridge,5,Girdled,,hand,,Aphaenogaster,fulva,aphful,28
2004,7/16/2004,Ridge,5,Girdled,,hand,,Camponotus,pennsylvanicus,campen,5
2004,7/16/2004,Ridge,5,Girdled,,litter,(35;35),Aphaenogaster,picea,aphpic,4
2004,7/16/2004,Ridge,5,Girdled,,pitfall,11,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Ridge,5,Girdled,,pitfall,17,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Ridge,5,Girdled,,pitfall,21,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Ridge,5,Girdled,,pitfall,24,Camponotus,pennsylvanicus,campen,1
2004,7/16/2004,Valley,1,Girdled,,bait,,Aphaenogaster,picea,aphpic,4
2004,7/16/2004,Valley,1,Girdled,,hand,,Aphaenogaster,picea,aphpic,11
2004,7/16/2004,Valley,1,Girdled,,hand,,Lasius,nearcticus,lasnea,8
2004,7/16/2004,Valley,1,Girdled,,litter,(60;50),Stenemma,impar,steimp,3
2004,7/16/2004,Valley,1,Girdled,,pitfall,4,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Valley,2,Logged,,bait,,Aphaenogaster,picea,aphpic,2
2004,7/16/2004,Valley,2,Logged,,hand,,Aphaenogaster,picea,aphpic,25
2004,7/16/2004,Valley,3,HemlockControl,,bait,,Aphaenogaster,picea,aphpic,1
2004,7/16/2004,Valley,3,HemlockControl,,hand,,Aphaenogaster,picea,aphpic,4
2004,7/16/2004,Valley,3,HemlockControl,,hand,,Camponotus,pennsylvanicus,campen,2
2004,7/16/2004,Valley,3,HemlockControl,,hand,,Stenemma,impar,steimp,4
2004,7/16/2004,Valley,3,HemlockControl,,pitfall,12,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,6,HemlockControl,,bait,,Aphaenogaster,fulva,aphful,22
2004,8/9/2004,Ridge,6,HemlockControl,,bait,,Aphaenogaster,picea,aphpic,22
2004,8/9/2004,Ridge,6,HemlockControl,,hand,,Aphaenogaster,picea,aphpic,28
2004,8/9/2004,Ridge,6,HemlockControl,,hand,,Camponotus,pennsylvanicus,campen,1
2004,8/9/2004,Ridge,6,HemlockControl,,hand,,Lasius,nearcticus,lasnea,13
2004,8/9/2004,Ridge,6,HemlockControl,,litter,,Aphaenogaster,picea,aphpic,3
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,1,Aphaenogaster,picea,aphpic,5
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,10,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,13,Aphaenogaster,picea,aphpic,2
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,15,Camponotus,pennsylvanicus,campen,4
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,17,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,2,Aphaenogaster,picea,aphpic,2
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,23,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,3,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,6,Aphaenogaster,picea,aphpic,2
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,7,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,6,HemlockControl,,pitfall,9,Aphaenogaster,picea,aphpic,2
2004,8/9/2004,Ridge,7,HardwoodControl,,bait,,Aphaenogaster,picea,aphpic,20
2004,8/9/2004,Ridge,7,HardwoodControl,,bait,,Formica,subsericea,forsub3,1
2004,8/9/2004,Ridge,7,HardwoodControl,,bait,,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Ridge,7,HardwoodControl,,hand,,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,7,HardwoodControl,,hand,,Camponotus,pennsylvanicus,campen,2
2004,8/9/2004,Ridge,7,HardwoodControl,,hand,,Formica,subsericea,forsub3,2
2004,8/9/2004,Ridge,7,HardwoodControl,,hand,,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Ridge,7,HardwoodControl,,hand,,Temnothorax,longispinosus,temlon,1
2004,8/9/2004,Ridge,7,HardwoodControl,,litter,,Aphaenogaster,picea,aphpic,85
2004,8/9/2004,Ridge,7,HardwoodControl,,litter,,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Ridge,7,HardwoodControl,,litter,,Temnothorax,longispinosus,temlon,2
2004,8/9/2004,Ridge,7,HardwoodControl,,pitfall,1,Aphaenogaster,picea,aphpic,3
2004,8/9/2004,Ridge,7,HardwoodControl,,pitfall,1,Camponotus,pennsylvanicus,campen,2
2004,8/9/2004,Ridge,7,HardwoodControl,,pitfall,5,Camponotus,pennsylvanicus,campen,1
2004,8/9/2004,Ridge,7,HardwoodControl,,pitfall,6,Aphaenogaster,picea,aphpic,12
2004,8/9/2004,Ridge,7,HardwoodControl,,pitfall,6,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Ridge,7,HardwoodControl,,pitfall,8,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Ridge,7,HardwoodControl,,pitfall,8,Camponotus,pennsylvanicus,campen,1
2004,8/9/2004,Valley,8,HardwoodControl,,bait,,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Valley,8,HardwoodControl,,bait,,Camponotus,pennsylvanicus,campen,1
2004,8/9/2004,Valley,8,HardwoodControl,,bait,,Formica,neogagates,forneo1,1
2004,8/9/2004,Valley,8,HardwoodControl,,bait,,Formica,subsericea,forsub3,2
2004,8/9/2004,Valley,8,HardwoodControl,,bait,,Myrmica,punctiventris,myrpun,3
2004,8/9/2004,Valley,8,HardwoodControl,,hand,,Aphaenogaster,picea,aphpic,6
2004,8/9/2004,Valley,8,HardwoodControl,,hand,,Camponotus,nearcticus,camnea,1
2004,8/9/2004,Valley,8,HardwoodControl,,hand,,Camponotus,pennsylvanicus,campen,5
2004,8/9/2004,Valley,8,HardwoodControl,,hand,,Formica,aserva,forase,1
2004,8/9/2004,Valley,8,HardwoodControl,,hand,,Formica,subsericea,forsub3,4
2004,8/9/2004,Valley,8,HardwoodControl,,hand,,Lasius,nearcticus,lasnea,6
2004,8/9/2004,Valley,8,HardwoodControl,,litter,,Aphaenogaster,picea,aphpic,2
2004,8/9/2004,Valley,8,HardwoodControl,,litter,,Lasius,nearcticus,lasnea,19
2004,8/9/2004,Valley,8,HardwoodControl,,litter,,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Valley,8,HardwoodControl,,litter,,Ponera,pennsylvanica,ponpen,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,10,Aphaenogaster,picea,aphpic,4
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,14,Formica,subsericea,forsub3,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,15,Camponotus,pennsylvanicus,campen,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,15,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,18,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,22,Aphaenogaster,picea,aphpic,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,23,Camponotus,pennsylvanicus,campen,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,23,Myrmica,punctiventris,myrpun,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,25,Formica,subsericea,forsub3,1
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,8,Aphaenogaster,picea,aphpic,3
2004,8/9/2004,Valley,8,HardwoodControl,,pitfall,8,Myrmica,punctiventris,myrpun,1
2005,6/13/2005,Valley,1,Girdled,,hand,,Stenamma,brevicorne,stebre,4
2005,6/13/2005,Valley,1,Girdled,,litter,,Lasius,claviger,lascla,1
2005,6/13/2005,Valley,2,Logged,,hand,,Aphaenogaster,picea,aphpic,10
2005,6/13/2005,Valley,2,Logged,,hand,,Camponotus,novaeboracensis,camnov,1
2005,6/13/2005,Valley,2,Logged,,hand,,Camponotus,pennsylvanicus,campen,2
2005,6/13/2005,Valley,2,Logged,,litter,,Aphaenogaster,picea,aphpic,1
2005,6/13/2005,Valley,3,HemlockControl,,litter,,Myrmica,punctiventris,myrpun,1
