"","plot","subplot","trt","block","year","species","cover"
"328",7,9,"hardwood","ridge",2004,"mitrep",0.5
"329",7,9,"hardwood","ridge",2004,"vacang",35
"330",7,9,"hardwood","ridge",2004,"ztot.cover",51.5
"331",7,10,"hardwood","ridge",2004,"drysp",2
"332",7,10,"hardwood","ridge",2004,"lysbor",1
"333",7,10,"hardwood","ridge",2004,"maican",1
"334",7,10,"hardwood","ridge",2004,"mitrep",25
"335",7,10,"hardwood","ridge",2004,"ztot.cover",29
"336",8,1,"hardwood","valley",2004,"denobs",3
"337",8,1,"hardwood","valley",2004,"lysbor",1
"338",8,1,"hardwood","valley",2004,"maican",2
"339",8,1,"hardwood","valley",2004,"mitrep",0.5
"340",8,1,"hardwood","valley",2004,"oclacu",8
"341",8,1,"hardwood","valley",2004,"ztot.cover",14.5
"342",8,2,"hardwood","valley",2004,"carpen",0.5
"343",8,2,"hardwood","valley",2004,"hupluc",4
"344",8,2,"hardwood","valley",2004,"lysbor",0.5
"345",8,2,"hardwood","valley",2004,"maican",2
"346",8,2,"hardwood","valley",2004,"mitrep",0.5
"347",8,2,"hardwood","valley",2004,"ztot.cover",7.5
"348",8,3,"hardwood","valley",2004,"corcor",3
"349",8,3,"hardwood","valley",2004,"denpun",35
"350",8,3,"hardwood","valley",2004,"eurdiv",10
"351",8,3,"hardwood","valley",2004,"lysbor",0.5
"352",8,3,"hardwood","valley",2004,"maican",1
"353",8,3,"hardwood","valley",2004,"mitrep",0.5
"354",8,3,"hardwood","valley",2004,"parqui",0.5
"355",8,3,"hardwood","valley",2004,"vacang",2
"356",8,3,"hardwood","valley",2004,"ztot.cover",52.5
"357",8,4,"hardwood","valley",2004,"corcor",0.5
"358",8,4,"hardwood","valley",2004,"hamvir",0.5
"359",8,4,"hardwood","valley",2004,"lysbor",1
"360",8,4,"hardwood","valley",2004,"maican",6
"361",8,4,"hardwood","valley",2004,"ztot.cover",8
"362",8,5,"hardwood","valley",2004,"anequi",0.5
"363",8,5,"hardwood","valley",2004,"carpen",5
"364",8,5,"hardwood","valley",2004,"lysbor",1
"365",8,5,"hardwood","valley",2004,"maican",8
"366",8,5,"hardwood","valley",2004,"mitrep",2
"367",8,5,"hardwood","valley",2004,"ztot.cover",16.5
"368",8,6,"hardwood","valley",2004,"aranud",8
"369",8,6,"hardwood","valley",2004,"carpen",0.5
"370",8,6,"hardwood","valley",2004,"denobs",0.5
"371",8,6,"hardwood","valley",2004,"lysbor",0.5
"372",8,6,"hardwood","valley",2004,"maican",1
"373",8,6,"hardwood","valley",2004,"mitrep",10
"374",8,6,"hardwood","valley",2004,"ztot.cover",20.5
"375",8,7,"hardwood","valley",2004,"aranud",5
"376",8,7,"hardwood","valley",2004,"carpen",0.5
"377",8,7,"hardwood","valley",2004,"denobs",1
"378",8,7,"hardwood","valley",2004,"lysbor",0.5
"379",8,7,"hardwood","valley",2004,"maican",2
"380",8,7,"hardwood","valley",2004,"mitrep",2
"381",8,7,"hardwood","valley",2004,"ztot.cover",11
"382",8,8,"hardwood","valley",2004,"aranud",20
"383",8,8,"hardwood","valley",2004,"carpen",0.5
"384",8,8,"hardwood","valley",2004,"denpun",10
"385",8,8,"hardwood","valley",2004,"lysbor",0.5
"386",8,8,"hardwood","valley",2004,"maican",2
"387",8,8,"hardwood","valley",2004,"mitrep",0.5
"388",8,8,"hardwood","valley",2004,"vacang",5
"389",8,8,"hardwood","valley",2004,"ztot.cover",38.5
"390",8,9,"hardwood","valley",2004,"aranud",2
"391",8,9,"hardwood","valley",2004,"carpen",8
"392",8,9,"hardwood","valley",2004,"denobs",3
"393",8,9,"hardwood","valley",2004,"lysbor",1
"394",8,9,"hardwood","valley",2004,"maican",2
"395",8,9,"hardwood","valley",2004,"mitrep",1
"396",8,9,"hardwood","valley",2004,"vacang",5
"397",8,9,"hardwood","valley",2004,"ztot.cover",22
"398",8,10,"hardwood","valley",2004,"denobs",2
"399",8,10,"hardwood","valley",2004,"lysbor",1
"400",8,10,"hardwood","valley",2004,"maican",5
"401",8,10,"hardwood","valley",2004,"mitrep",3
"402",8,10,"hardwood","valley",2004,"vibnud",4
"403",8,10,"hardwood","valley",2004,"ztot.cover",15
"404",1,1,"girdled","valley",2005,"ztot.cover",0
"405",1,2,"girdled","valley",2005,"ztot.cover",0
"406",1,3,"girdled","valley",2005,"ztot.cover",0
"407",1,4,"girdled","valley",2005,"ztot.cover",0
"408",1,5,"girdled","valley",2005,"ztot.cover",0
"409",1,6,"girdled","valley",2005,"coptri",0.5
"410",1,6,"girdled","valley",2005,"osmcin",3
"411",1,6,"girdled","valley",2005,"ztot.cover",3.5
"412",1,7,"girdled","valley",2005,"mitrep",4
"413",1,7,"girdled","valley",2005,"osmcin",20
"414",1,7,"girdled","valley",2005,"ztot.cover",24
"415",1,8,"girdled","valley",2005,"ztot.cover",0
"416",1,9,"girdled","valley",2005,"ztot.cover",0
"417",1,10,"girdled","valley",2005,"ztot.cover",0
"418",2,1,"logged","valley",2005,"ztot.cover",0
"419",2,2,"logged","valley",2005,"ztot.cover",0
"420",2,3,"logged","valley",2005,"ztot.cover",0
"421",2,4,"logged","valley",2005,"ztot.cover",0
"422",2,5,"logged","valley",2005,"ztot.cover",0
"423",2,6,"logged","valley",2005,"ztot.cover",0
"424",2,7,"logged","valley",2005,"ztot.cover",0
"425",2,8,"logged","valley",2005,"ztot.cover",0
"426",2,9,"logged","valley",2005,"ztot.cover",0
"427",2,10,"logged","valley",2005,"ztot.cover",0
"428",3,1,"hemlock","valley",2005,"ztot.cover",0
"429",3,2,"hemlock","valley",2005,"polacr",1
"430",3,2,"hemlock","valley",2005,"ztot.cover",1
"431",3,3,"hemlock","valley",2005,"ztot.cover",0
"432",3,4,"hemlock","valley",2005,"ztot.cover",0
"433",3,5,"hemlock","valley",2005,"ztot.cover",0
"434",3,6,"hemlock","valley",2005,"mitrep",0.5
"435",3,6,"hemlock","valley",2005,"ztot.cover",0.5
"436",3,7,"hemlock","valley",2005,"ztot.cover",0
"437",3,8,"hemlock","valley",2005,"ztot.cover",0
"438",3,9,"hemlock","valley",2005,"ztot.cover",0
"439",3,10,"hemlock","valley",2005,"ztot.cover",0
"440",4,1,"logged","ridge",2005,"ztot.cover",0
"441",4,2,"logged","ridge",2005,"ztot.cover",0
"442",4,3,"logged","ridge",2005,"ztot.cover",0
"443",4,4,"logged","ridge",2005,"ztot.cover",0
"444",4,5,"logged","ridge",2005,"ztot.cover",0
"445",4,6,"logged","ridge",2005,"ztot.cover",0
"446",4,7,"logged","ridge",2005,"ztot.cover",0
"447",4,8,"logged","ridge",2005,"ztot.cover",0
"448",4,9,"logged","ridge",2005,"ztot.cover",0
"449",4,10,"logged","ridge",2005,"ztot.cover",0
"450",5,1,"girdled","ridge",2005,"ztot.cover",0
"451",5,2,"girdled","ridge",2005,"ztot.cover",0
"452",5,3,"girdled","ridge",2005,"ztot.cover",0
"453",5,4,"girdled","ridge",2005,"ztot.cover",0
"454",5,5,"girdled","ridge",2005,"ztot.cover",0
"455",5,6,"girdled","ridge",2005,"gootes",0.5
"456",5,6,"girdled","ridge",2005,"ztot.cover",0.5
"457",5,7,"girdled","ridge",2005,"ztot.cover",0
"458",5,8,"girdled","ridge",2005,"ztot.cover",0
"459",5,9,"girdled","ridge",2005,"ztot.cover",0
"460",5,10,"girdled","ridge",2005,"ztot.cover",0
"461",6,1,"hemlock","ridge",2005,"ztot.cover",0
"462",6,2,"hemlock","ridge",2005,"lysbor",0.5
"463",6,2,"hemlock","ridge",2005,"ztot.cover",0.5
"464",6,3,"hemlock","ridge",2005,"ztot.cover",0
"465",6,4,"hemlock","ridge",2005,"ztot.cover",0
"466",6,5,"hemlock","ridge",2005,"ztot.cover",0
"467",6,6,"hemlock","ridge",2005,"ztot.cover",0
"468",6,7,"hemlock","ridge",2005,"drysp",5
"469",6,7,"hemlock","ridge",2005,"ztot.cover",5
"470",6,8,"hemlock","ridge",2005,"lysbor",0.5
"471",6,8,"hemlock","ridge",2005,"ztot.cover",0.5
"472",6,9,"hemlock","ridge",2005,"mitrep",2
"473",6,9,"hemlock","ridge",2005,"parnov",2
"474",6,9,"hemlock","ridge",2005,"ztot.cover",4
"475",6,10,"hemlock","ridge",2005,"mitrep",0.5
"476",6,10,"hemlock","ridge",2005,"ztot.cover",0.5
"477",7,1,"hardwood","ridge",2005,"aranud",5
"478",7,1,"hardwood","ridge",2005,"denobs",1
"479",7,1,"hardwood","ridge",2005,"denpun",4
"480",7,1,"hardwood","ridge",2005,"lysbor",0.5
"481",7,1,"hardwood","ridge",2005,"maican",1
"482",7,1,"hardwood","ridge",2005,"mitrep",1
"483",7,1,"hardwood","ridge",2005,"ztot.cover",12.5
"484",7,2,"hardwood","ridge",2005,"aranud",0.5
"485",7,2,"hardwood","ridge",2005,"denobs",1
"486",7,2,"hardwood","ridge",2005,"lysbor",1
"487",7,2,"hardwood","ridge",2005,"maican",1
"488",7,2,"hardwood","ridge",2005,"mitrep",10
"489",7,2,"hardwood","ridge",2005,"ztot.cover",13.5
"490",7,3,"hardwood","ridge",2005,"aranud",3
"491",7,3,"hardwood","ridge",2005,"carpen",0.5
"492",7,3,"hardwood","ridge",2005,"denpun",20
"493",7,3,"hardwood","ridge",2005,"lysbor",0.5
"494",7,3,"hardwood","ridge",2005,"maican",0.5
"495",7,3,"hardwood","ridge",2005,"mitrep",5
